ACC,PREC,REC,EPC,F1,AUC,DATASETNAME,ERRTYPE,ERRPERC,FEATTYPE,FEATNAME,MODELNAME,MODELTYPE
0.6525,0.6215,0.6647,,0.6423,0.4588,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLU,MLP Classifier,Neural Networks
0.6355,0.5853,0.7674,,0.6641,0.516,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLU,Gaussian Naive Bayes,Probabilistic
0.6369,0.5803,0.8187,,0.6792,0.5252,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLU,Quadratic Discriminant Analysis,Probabilistic
0.4723,0.4708,0.997,,0.6395,0.0,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLU,SGD Classifier,Linear
0.4695,0.4695,1.0,,0.639,0.5,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLU,Dummy Classifier,Heuristic based
0.7957,0.7695,0.8066,,0.7876,0.54,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Extra Tree Classifier,Single Tree
0.7858,0.7727,0.7704,,0.7716,0.5078,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Random Forest Classifier,Ensemble Tree
0.783,0.7618,0.7825,,0.772,0.4375,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Cat Boost Classifier,Ensemble Tree
0.7631,0.7733,0.7009,0.9839,0.7353,0.5805,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Support Vector Machine,Linear
0.7461,0.7289,0.7311,,0.73,0.4559,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Gradient Boosting Classifier,Ensemble Tree
0.7461,0.6872,0.8429,0.9823,0.7571,0.7229,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Gaussian Process Classifier,Probabilistic
0.722,0.6957,0.7251,,0.7101,0.5,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Decision Tree Classifier,Single Tree
0.7163,0.704,0.6828,,0.6933,0.4638,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Ada Boost Classifier,Ensemble Tree
0.705,0.6482,0.8127,,0.7212,0.5413,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,K-Neighborg Classifier,Neighborg based
0.6865,0.659,0.6888,,0.6736,0.4883,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Logistic Regression,Linear
0.6851,0.658,0.6858,,0.6716,0.0,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Ridge Classifier,Linear
0.6837,0.6561,0.6858,,0.6706,0.4841,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Linear Discriminant Analysis,Linear
0.6567,0.629,0.6556,,0.642,0.4649,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,MLP Classifier,Neural Networks
0.6326,0.5853,0.7462,,0.656,0.5031,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Gaussian Naive Bayes,Probabilistic
0.6397,0.5873,0.7825,,0.671,0.5105,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Quadratic Discriminant Analysis,Probabilistic
0.566,0.5212,0.9275,,0.6674,0.0,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,SGD Classifier,Linear
0.4695,0.4695,1.0,,0.639,0.5,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLU,Dummy Classifier,Heuristic based
0.7773,0.7529,0.7825,,0.7674,0.5196,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Extra Tree Classifier,Single Tree
0.7716,0.7515,0.7674,,0.7593,0.4785,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Random Forest Classifier,Ensemble Tree
0.7773,0.7529,0.7825,,0.7674,0.4398,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Cat Boost Classifier,Ensemble Tree
0.7348,0.7182,0.716,,0.7171,0.4471,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Gradient Boosting Classifier,Ensemble Tree
0.6979,0.6667,0.713,,0.6891,0.5,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Decision Tree Classifier,Single Tree
0.7106,0.755,0.568,0.9793,0.6483,0.5238,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Support Vector Machine,Linear
0.7177,0.6626,0.8127,0.9882,0.73,0.6633,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Gaussian Process Classifier,Probabilistic
0.7206,0.6982,0.713,,0.7055,0.4701,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Ada Boost Classifier,Ensemble Tree
0.695,0.6401,0.8006,,0.7114,0.5318,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,K-Neighborg Classifier,Neighborg based
0.6879,0.6628,0.6828,,0.6726,0.4819,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Logistic Regression,Linear
0.6823,0.6588,0.6707,,0.6647,0.0,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Ridge Classifier,Linear
0.6823,0.6588,0.6707,,0.6647,0.4782,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Linear Discriminant Analysis,Linear
0.6582,0.6278,0.6677,,0.6471,0.4738,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,MLP Classifier,Neural Networks
0.6383,0.5918,0.7402,,0.6577,0.4954,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Gaussian Naive Bayes,Probabilistic
0.6496,0.601,0.7553,,0.6693,0.5091,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Quadratic Discriminant Analysis,Probabilistic
0.6312,0.5767,0.8066,,0.6725,0.0,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,SGD Classifier,Linear
0.4695,0.4695,1.0,,0.639,0.5,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLU,Dummy Classifier,Heuristic based
0.8255,0.7842,0.8671,,0.8235,0.5952,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Extra Tree Classifier,Single Tree
0.8142,0.7762,0.8489,,0.811,0.5607,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Random Forest Classifier,Ensemble Tree
0.8028,0.7682,0.8308,,0.7983,0.4884,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Cat Boost Classifier,Ensemble Tree
0.8397,0.8385,0.8157,,0.827,0.635,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Support Vector Machine,Linear
0.8028,0.7243,0.9366,,0.8169,0.8198,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Gaussian Process Classifier,Probabilistic
0.7461,0.7099,0.7764,,0.7417,0.4879,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Gradient Boosting Classifier,Ensemble Tree
0.7333,0.6592,0.8943,,0.759,0.5937,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,K-Neighborg Classifier,Neighborg based
0.8028,0.7637,0.8399,,0.8,0.5,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Decision Tree Classifier,Single Tree
0.7262,0.6983,0.7341,,0.7158,0.5023,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Ada Boost Classifier,Ensemble Tree
0.6879,0.6599,0.6918,,0.6755,0.4939,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Linear Discriminant Analysis,Linear
0.6879,0.6599,0.6918,,0.6755,0.0,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Ridge Classifier,Linear
0.6894,0.6618,0.6918,,0.6765,0.495,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Logistic Regression,Linear
0.6411,0.5911,0.7644,,0.6667,0.5158,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Gaussian Naive Bayes,Probabilistic
0.6525,0.6654,0.5227,,0.5854,0.4019,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,MLP Classifier,Neural Networks
0.6284,0.5732,0.8157,,0.6733,0.5178,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Quadratic Discriminant Analysis,Probabilistic
0.5305,0.0,0.0,,0.0,0.0,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,SGD Classifier,Linear
0.4695,0.4695,1.0,,0.639,0.5,age_predictions_cleaned-3.csv,Missing,0.2,continue,LBXGLT,Dummy Classifier,Heuristic based
0.8213,0.7793,0.864,,0.8195,0.5773,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Extra Tree Classifier,Single Tree
0.8156,0.7769,0.852,,0.8127,0.5528,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Random Forest Classifier,Ensemble Tree
0.8057,0.774,0.8278,,0.8,0.4936,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Cat Boost Classifier,Ensemble Tree
0.756,0.7252,0.7734,,0.7485,0.4863,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Gradient Boosting Classifier,Ensemble Tree
0.8227,0.8388,0.7704,0.9886,0.8031,0.6127,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Support Vector Machine,Linear
0.7433,0.7193,0.7432,,0.7311,0.5,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Decision Tree Classifier,Single Tree
0.7858,0.7143,0.9063,0.982,0.7989,0.7956,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Gaussian Process Classifier,Probabilistic
0.7191,0.6997,0.7039,,0.7018,0.4844,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Ada Boost Classifier,Ensemble Tree
0.7177,0.6467,0.8792,,0.7452,0.5775,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,K-Neighborg Classifier,Neighborg based
0.6823,0.6524,0.6918,,0.6716,0.4997,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Logistic Regression,Linear
0.6823,0.6507,0.6979,,0.6735,0.0,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Ridge Classifier,Linear
0.6823,0.6507,0.6979,,0.6735,0.5013,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Linear Discriminant Analysis,Linear
0.634,0.5802,0.7976,,0.6718,0.5217,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Gaussian Naive Bayes,Probabilistic
0.6539,0.6058,0.7523,0.839,0.6712,0.5048,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,MLP Classifier,Neural Networks
0.6312,0.5747,0.8248,,0.6774,0.5201,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Quadratic Discriminant Analysis,Probabilistic
0.4993,0.4838,0.9909,,0.6501,0.0,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,SGD Classifier,Linear
0.4695,0.4695,1.0,,0.639,0.5,age_predictions_cleaned-3.csv,Missing,0.4,continue,LBXGLT,Dummy Classifier,Heuristic based
0.7957,0.7619,0.8218,,0.7907,0.5376,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Extra Tree Classifier,Single Tree
0.7986,0.7804,0.7946,,0.7874,0.4532,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Cat Boost Classifier,Ensemble Tree
0.7887,0.7661,0.7915,,0.7786,0.5064,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Random Forest Classifier,Ensemble Tree
0.7518,0.7229,0.7644,,0.743,0.4745,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Gradient Boosting Classifier,Ensemble Tree
0.7333,0.7147,0.719,,0.7169,0.5,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Decision Tree Classifier,Single Tree
0.7291,0.7,0.7402,,0.7195,0.4709,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Ada Boost Classifier,Ensemble Tree
0.7773,0.8107,0.6858,0.9435,0.743,0.5502,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Support Vector Machine,Linear
0.7532,0.6929,0.852,0.9619,0.7642,0.7503,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Gaussian Process Classifier,Probabilistic
0.6794,0.6496,0.6888,,0.6686,0.504,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Logistic Regression,Linear
0.6752,0.6449,0.6858,,0.6647,0.5064,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Linear Discriminant Analysis,Linear
0.6752,0.6449,0.6858,,0.6647,0.0,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Ridge Classifier,Linear
0.7121,0.6509,0.8338,,0.7311,0.5564,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,K-Neighborg Classifier,Neighborg based
0.6227,0.569,0.8097,,0.6683,0.5265,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Gaussian Naive Bayes,Probabilistic
0.627,0.5702,0.8338,,0.6773,0.5239,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Quadratic Discriminant Analysis,Probabilistic
0.627,0.6405,0.4683,0.9386,0.541,0.4045,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,MLP Classifier,Neural Networks
0.5773,0.5288,0.9154,,0.6704,0.0,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,SGD Classifier,Linear
0.4695,0.4695,1.0,,0.639,0.5,age_predictions_cleaned-3.csv,Missing,0.6,continue,LBXGLT,Dummy Classifier,Heuristic based
0.7986,0.7788,0.7976,,0.7881,0.4808,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Cat Boost Classifier,Ensemble Tree
0.7915,0.7614,0.8097,,0.7848,0.5526,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Extra Tree Classifier,Single Tree
0.7929,0.7761,0.7855,,0.7808,0.5213,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Random Forest Classifier,Ensemble Tree
0.7433,0.7301,0.719,,0.7245,0.474,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Gradient Boosting Classifier,Ensemble Tree
0.7305,0.7104,0.719,,0.7147,0.5,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Decision Tree Classifier,Single Tree
0.7191,0.7046,0.6918,,0.6982,0.4705,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Ada Boost Classifier,Ensemble Tree
0.7206,0.816,0.5227,0.951,0.6372,0.452,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Support Vector Machine,Linear
0.7149,0.6609,0.8066,0.9669,0.7265,0.6959,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Gaussian Process Classifier,Probabilistic
0.6823,0.6569,0.6767,,0.6667,0.5034,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Logistic Regression,Linear
0.678,0.6494,0.6828,,0.6657,0.0,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Ridge Classifier,Linear
0.678,0.6494,0.6828,,0.6657,0.5078,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Linear Discriminant Analysis,Linear
0.678,0.6268,0.7764,,0.6937,0.5218,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,K-Neighborg Classifier,Neighborg based
0.5972,0.546,0.8429,,0.6627,0.5178,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Gaussian Naive Bayes,Probabilistic
0.6156,0.56,0.8459,,0.6739,0.5158,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Quadratic Discriminant Analysis,Probabilistic
0.5475,0.5909,0.1178,0.8948,0.1965,0.4248,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,MLP Classifier,Neural Networks
0.5348,0.8,0.0121,,0.0238,0.0,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,SGD Classifier,Linear
0.4695,0.4695,1.0,,0.639,0.5,age_predictions_cleaned-3.csv,Missing,0.8,continue,LBXGLT,Dummy Classifier,Heuristic based
0.8298,0.7859,0.8761,,0.8286,0.5823,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Extra Tree Classifier,Single Tree
0.8326,0.7918,0.8731,,0.8305,0.5485,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Random Forest Classifier,Ensemble Tree
0.8482,0.8353,0.8429,,0.8391,0.6497,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Support Vector Machine,Linear
0.8142,0.7778,0.8459,,0.8104,0.4701,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Cat Boost Classifier,Ensemble Tree
0.8099,0.7318,0.9396,,0.8228,0.8343,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Gaussian Process Classifier,Probabilistic
0.7475,0.6719,0.9033,,0.7706,0.5762,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,K-Neighborg Classifier,Neighborg based
0.7518,0.7155,0.7825,,0.7475,0.4873,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Gradient Boosting Classifier,Ensemble Tree
0.7844,0.755,0.8006,,0.7771,0.5,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Decision Tree Classifier,Single Tree
0.7135,0.6859,0.719,,0.7021,0.4809,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Ada Boost Classifier,Ensemble Tree
0.6823,0.6524,0.6918,,0.6716,0.4955,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Linear Discriminant Analysis,Linear
0.6823,0.6524,0.6918,,0.6716,0.0,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Ridge Classifier,Linear
0.6879,0.6572,0.7009,,0.6784,0.5002,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Logistic Regression,Linear
0.644,0.5985,0.7341,,0.6594,0.5094,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Gaussian Naive Bayes,Probabilistic
0.6709,0.641,0.6798,,0.6598,0.4638,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,MLP Classifier,Neural Networks
0.6298,0.5764,0.7976,,0.6692,0.5136,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Quadratic Discriminant Analysis,Probabilistic
0.6468,0.705,0.426,,0.5311,0.0,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,SGD Classifier,Linear
0.4695,0.4695,1.0,,0.639,0.5,age_predictions_cleaned-3.csv,Missing,0.2,continue,PAQ605,Dummy Classifier,Heuristic based
0.8369,0.8086,0.855,,0.8311,0.5321,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Random Forest Classifier,Ensemble Tree
0.8482,0.8353,0.8429,,0.8391,0.6473,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Support Vector Machine,Linear
0.8326,0.7934,0.8701,,0.83,0.5626,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Extra Tree Classifier,Single Tree
0.817,0.7821,0.8459,,0.8128,0.4709,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Cat Boost Classifier,Ensemble Tree
0.8085,0.7311,0.9366,,0.8212,0.8334,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Gaussian Process Classifier,Probabilistic
0.7461,0.6704,0.9033,,0.7696,0.5756,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,K-Neighborg Classifier,Neighborg based
0.7858,0.7663,0.7825,,0.7743,0.5,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Decision Tree Classifier,Single Tree
0.7475,0.7131,0.7734,,0.742,0.4835,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Gradient Boosting Classifier,Ensemble Tree
0.7191,0.6905,0.7281,,0.7088,0.4751,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Ada Boost Classifier,Ensemble Tree
0.6879,0.659,0.6949,,0.6765,0.4954,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Linear Discriminant Analysis,Linear
0.6894,0.6609,0.6949,,0.6775,0.0,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Ridge Classifier,Linear
0.6851,0.6544,0.6979,,0.6754,0.5005,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Logistic Regression,Linear
0.6553,0.6117,0.7281,,0.6648,0.504,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Gaussian Naive Bayes,Probabilistic
0.6241,0.5797,0.7251,,0.6443,0.5512,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,MLP Classifier,Neural Networks
0.634,0.5809,0.7915,,0.6701,0.5127,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Quadratic Discriminant Analysis,Probabilistic
0.5376,1.0,0.0151,,0.0298,0.0,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,SGD Classifier,Linear
0.4695,0.4695,1.0,,0.639,0.5,age_predictions_cleaned-3.csv,Missing,0.4,continue,PAQ605,Dummy Classifier,Heuristic based
0.8496,0.8187,0.8731,,0.845,0.5194,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Random Forest Classifier,Ensemble Tree
0.8482,0.8353,0.8429,,0.8391,0.6451,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Support Vector Machine,Linear
0.8199,0.7982,0.8248,,0.8113,0.5222,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Extra Tree Classifier,Single Tree
0.8099,0.7329,0.9366,,0.8223,0.8328,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Gaussian Process Classifier,Probabilistic
0.8128,0.7884,0.8218,,0.8047,0.4406,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Cat Boost Classifier,Ensemble Tree
0.7447,0.6697,0.9003,,0.768,0.5767,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,K-Neighborg Classifier,Neighborg based
0.7972,0.7611,0.8278,,0.7931,0.5,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Decision Tree Classifier,Single Tree
0.7546,0.7297,0.7583,,0.7437,0.4614,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Gradient Boosting Classifier,Ensemble Tree
0.7149,0.6994,0.6888,,0.6941,0.4463,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Ada Boost Classifier,Ensemble Tree
0.6879,0.6599,0.6918,,0.6755,0.0,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Ridge Classifier,Linear
0.6879,0.6599,0.6918,,0.6755,0.4908,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Linear Discriminant Analysis,Linear
0.6851,0.6553,0.6949,,0.6745,0.4967,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Logistic Regression,Linear
0.6284,0.5844,0.7221,,0.6459,0.5407,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,MLP Classifier,Neural Networks
0.6567,0.6156,0.716,,0.662,0.5072,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Gaussian Naive Bayes,Probabilistic
0.6426,0.5916,0.7704,,0.6693,0.5165,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Quadratic Discriminant Analysis,Probabilistic
0.6738,0.6447,0.6798,,0.6618,0.0,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,SGD Classifier,Linear
0.4695,0.4695,1.0,,0.639,0.5,age_predictions_cleaned-3.csv,Missing,0.6,continue,PAQ605,Dummy Classifier,Heuristic based
0.8355,0.819,0.8338,,0.8263,0.5069,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Random Forest Classifier,Ensemble Tree
0.8482,0.8353,0.8429,,0.8391,0.6414,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Support Vector Machine,Linear
0.7915,0.7644,0.8036,,0.7835,0.5047,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Extra Tree Classifier,Single Tree
0.8099,0.7329,0.9366,,0.8223,0.8312,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Gaussian Process Classifier,Probabilistic
0.8113,0.7861,0.8218,,0.8035,0.4178,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Cat Boost Classifier,Ensemble Tree
0.7447,0.6704,0.8973,,0.7674,0.5743,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,K-Neighborg Classifier,Neighborg based
0.7546,0.7257,0.7674,,0.746,0.435,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Gradient Boosting Classifier,Ensemble Tree
0.7787,0.7536,0.7855,,0.7692,0.5,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Decision Tree Classifier,Single Tree
0.7064,0.6856,0.6918,,0.6887,0.4514,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Ada Boost Classifier,Ensemble Tree
0.6879,0.6555,0.7069,,0.6802,0.5,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Logistic Regression,Linear
0.6823,0.6516,0.6949,,0.6725,0.0,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Ridge Classifier,Linear
0.6823,0.6507,0.6979,,0.6735,0.4937,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Linear Discriminant Analysis,Linear
0.627,0.5829,0.7221,,0.6451,0.535,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,MLP Classifier,Neural Networks
0.6695,0.6581,0.6163,,0.6365,0.4667,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Gaussian Naive Bayes,Probabilistic
0.6766,0.651,0.6707,,0.6607,0.4803,age_predictions_cleaned-3.csv,Missing,0.8,continue,PAQ605,Quadratic Discriminant Analysis,Probabilistic
