acc,prec,rec,epc_at,f1,auc,datasetname,errtype,errperc,feattype,featname,modelname,modeltype
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Missing,0,continue,DiabetesPedigreeFunction,Gaussian Process Classifier,Probabilistic
0.9368,0.9176,0.893,,0.9051,0.2599,Healthcare-Diabetes.csv,Missing,0,discrete,Pregnancies,Cat Boost Classifier,Ensemble Tree
0.9231,0.9846,0.9014,,0.9412,0.35,diabetes_data_upload.csv,Noisy,0,binary,muscle stiffness,Gaussian Process Classifier,Probabilistic
0.7336,0.6905,0.4421,,0.539,0.3502,Employee.csv,NULL,0,,NULL,Logistic Regression,Linear
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,Missing,0,discrete,JoiningYear,Gaussian Process Classifier,Probabilistic
0.7336,0.6905,0.4421,,0.539,0.3502,Employee.csv,Missing,0,discrete,JoiningYear,Logistic Regression,Linear
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,DuplicatedAll,0,target,LeaveOrNot,Gaussian Process Classifier,Probabilistic
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,Labels,0,target,LeaveOrNot,Gaussian Process Classifier,Probabilistic
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,Outlier,0,discrete,ExperienceInCurrentDomain,Gaussian Process Classifier,Probabilistic
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,Outlier,0,categorical String,Education,Gaussian Process Classifier,Probabilistic
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,Outlier,0,categorical String,Gender,Gaussian Process Classifier,Probabilistic
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Missing,0,discrete,Glucose,Dummy Classifier,Heuristic based
0.6913,0.5656,0.369,,0.4466,0.3629,Healthcare-Diabetes.csv,Missing,0,discrete,BloodPressure,K-Neighborg Classifier,Neighborg based
0.9621,0.9511,0.9358,,0.9434,0.2496,Healthcare-Diabetes.csv,Missing,0,discrete,SkinThickness,Random Forest Classifier,Ensemble Tree
0.9477,0.9341,0.9091,,0.9214,0.5,Healthcare-Diabetes.csv,Missing,0,discrete,SkinThickness,Decision Tree Classifier,Single Tree
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Missing,0,discrete,SkinThickness,Support Vector Machine,Linear
0.7708,0.6765,0.615,,0.6443,0.3546,Healthcare-Diabetes.csv,Missing,0,discrete,Insulin,Gaussian Naive Bayes,Probabilistic
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Missing,0,discrete,Insulin,Support Vector Machine,Linear
0.6661,0.5278,0.1016,,0.1704,0.0,Healthcare-Diabetes.csv,Labels,0,target,Outcome,SGD Classifier,Linear
0.6643,0.5111,0.123,,0.1983,0.3473,Healthcare-Diabetes.csv,Labels,0,target,Outcome,MLP Classifier,Neural Networks
0.9639,0.9514,0.9412,,0.9462,0.3039,Healthcare-Diabetes.csv,Outlier,0,continue,DiabetesPedigreeFunction,Extra Tree Classifier,Single Tree
0.8105,0.7384,0.6791,,0.7075,0.2843,Healthcare-Diabetes.csv,Outlier,0,continue,DiabetesPedigreeFunction,Ada Boost Classifier,Ensemble Tree
0.6661,0.5278,0.1016,,0.1704,0.0,Healthcare-Diabetes.csv,Outlier,0,continue,DiabetesPedigreeFunction,SGD Classifier,Linear
0.9639,0.9514,0.9412,,0.9462,0.3039,Healthcare-Diabetes.csv,Outlier,0,discrete,Pregnancies,Extra Tree Classifier,Single Tree
0.9368,0.9176,0.893,,0.9051,0.2599,Healthcare-Diabetes.csv,Outlier,0,discrete,Pregnancies,Cat Boost Classifier,Ensemble Tree
0.9477,0.9341,0.9091,,0.9214,0.5,Healthcare-Diabetes.csv,Outlier,0,discrete,Glucose,Decision Tree Classifier,Single Tree
0.7924,0.7647,0.5561,,0.644,0.2908,Healthcare-Diabetes.csv,Outlier,0,discrete,Glucose,Linear Discriminant Analysis,Linear
0.9368,0.9176,0.893,,0.9051,0.2599,Healthcare-Diabetes.csv,Outlier,0,discrete,BloodPressure,Cat Boost Classifier,Ensemble Tree
0.7924,0.7647,0.5561,,0.644,0.2908,Healthcare-Diabetes.csv,Outlier,0,discrete,BloodPressure,Linear Discriminant Analysis,Linear
0.9621,0.9511,0.9358,,0.9434,0.2496,Healthcare-Diabetes.csv,Outlier,0,discrete,SkinThickness,Random Forest Classifier,Ensemble Tree
0.9477,0.9341,0.9091,,0.9214,0.5,Healthcare-Diabetes.csv,Outlier,0,discrete,SkinThickness,Decision Tree Classifier,Single Tree
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Outlier,0,discrete,SkinThickness,Support Vector Machine,Linear
0.9477,0.9341,0.9091,,0.9214,0.5,Healthcare-Diabetes.csv,Outlier,0,discrete,Insulin,Decision Tree Classifier,Single Tree
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Noisy,0,discrete,Pregnancies,Gaussian Process Classifier,Probabilistic
0.6643,0.5111,0.123,,0.1983,0.3473,Healthcare-Diabetes.csv,Noisy,0,discrete,Pregnancies,MLP Classifier,Neural Networks
0.7708,0.6765,0.615,,0.6443,0.3546,Healthcare-Diabetes.csv,Noisy,0,discrete,Glucose,Gaussian Naive Bayes,Probabilistic
0.6913,0.5656,0.369,,0.4466,0.3629,Healthcare-Diabetes.csv,Noisy,0,discrete,Glucose,K-Neighborg Classifier,Neighborg based
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Noisy,0,discrete,Glucose,Dummy Classifier,Heuristic based
0.7924,0.7647,0.5561,,0.644,0.2908,Healthcare-Diabetes.csv,Noisy,0,discrete,BloodPressure,Linear Discriminant Analysis,Linear
0.7924,0.7647,0.5561,,0.644,0.2908,Healthcare-Diabetes.csv,Noisy,0,discrete,SkinThickness,Linear Discriminant Analysis,Linear
0.9621,0.9511,0.9358,,0.9434,0.2496,Healthcare-Diabetes.csv,Noisy,0,discrete,Insulin,Random Forest Classifier,Ensemble Tree
0.9368,0.9176,0.893,,0.9051,0.2599,Healthcare-Diabetes.csv,Noisy,0,discrete,Insulin,Cat Boost Classifier,Ensemble Tree
0.9639,0.9514,0.9412,,0.9462,0.3039,Healthcare-Diabetes.csv,Noisy,0,discrete,Insulin,Extra Tree Classifier,Single Tree
0.7924,0.7647,0.5561,,0.644,0.2908,Healthcare-Diabetes.csv,Noisy,0,discrete,Insulin,Linear Discriminant Analysis,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Noisy,0,discrete,Age,Dummy Classifier,Heuristic based
0.6913,0.5656,0.369,,0.4466,0.3629,Healthcare-Diabetes.csv,Noisy,0,discrete,Age,K-Neighborg Classifier,Neighborg based
0.9621,0.9511,0.9358,,0.9434,0.2496,Healthcare-Diabetes.csv,Noisy,0,continue,BMI,Random Forest Classifier,Ensemble Tree
0.6913,0.5656,0.369,,0.4466,0.3629,Healthcare-Diabetes.csv,Noisy,0,continue,BMI,K-Neighborg Classifier,Neighborg based
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Noisy,0,continue,BMI,Support Vector Machine,Linear
0.9621,0.9511,0.9358,,0.9434,0.2496,Healthcare-Diabetes.csv,Noisy,0,continue,DiabetesPedigreeFunction,Random Forest Classifier,Ensemble Tree
0.979,0.9748,0.9596,,0.9671,0.3066,heart_failure_clinical_records.csv,NULL,0,,NULL,Gradient Boosting Classifier,Ensemble Tree
0.992,0.9968,0.9783,,0.9875,0.5022,heart_failure_clinical_records.csv,Missing,0,discrete,ejection_fraction,Decision Tree Classifier,Single Tree
0.958,0.9965,0.8727,,0.9305,0.5561,heart_failure_clinical_records.csv,Missing,0,discrete,ejection_fraction,Gaussian Process Classifier,Probabilistic
0.817,0.8117,0.5621,,0.6642,0.2368,heart_failure_clinical_records.csv,Missing,0,discrete,ejection_fraction,Quadratic Discriminant Analysis,Probabilistic
0.678,0.0,0.0,,0.0,0.5,heart_failure_clinical_records.csv,Missing,0,continue,platelets,Dummy Classifier,Heuristic based
0.992,0.9968,0.9783,,0.9875,0.5022,heart_failure_clinical_records.csv,Missing,0,continue,serum_creatinine,Decision Tree Classifier,Single Tree
0.685,0.64,0.0497,,0.0922,0.4914,heart_failure_clinical_records.csv,Missing,0,continue,serum_creatinine,MLP Classifier,Neural Networks
0.979,0.9748,0.9596,,0.9671,0.3066,heart_failure_clinical_records.csv,Missing,0,discrete,serum_sodium,Gradient Boosting Classifier,Ensemble Tree
0.825,0.7561,0.6739,,0.7126,0.2925,heart_failure_clinical_records.csv,Missing,0,discrete,serum_sodium,Logistic Regression,Linear
0.678,0.0,0.0,,0.0,0.5,heart_failure_clinical_records.csv,Missing,0,discrete,serum_sodium,Dummy Classifier,Heuristic based
0.685,0.64,0.0497,,0.0922,0.4914,heart_failure_clinical_records.csv,Missing,0,discrete,serum_sodium,MLP Classifier,Neural Networks
0.995,0.9969,0.9876,,0.9922,0.4827,heart_failure_clinical_records.csv,Missing,0,discrete,age,Random Forest Classifier,Ensemble Tree
0.995,0.9969,0.9876,,0.9922,0.3651,heart_failure_clinical_records.csv,Missing,0,discrete,age,Cat Boost Classifier,Ensemble Tree
0.958,0.9965,0.8727,,0.9305,0.5561,heart_failure_clinical_records.csv,Missing,0,discrete,age,Gaussian Process Classifier,Probabilistic
0.834,0.7766,0.6801,,0.7252,0.0,heart_failure_clinical_records.csv,Missing,0,discrete,age,Ridge Classifier,Linear
0.995,0.9969,0.9876,,0.9922,0.4827,heart_failure_clinical_records.csv,Missing,0,discrete,creatinine_phosphokinase,Random Forest Classifier,Ensemble Tree
0.99,0.9906,0.9783,,0.9844,0.4948,heart_failure_clinical_records.csv,Missing,0,discrete,creatinine_phosphokinase,Extra Tree Classifier,Single Tree
0.815,0.8513,0.5155,,0.6422,0.2357,heart_failure_clinical_records.csv,Missing,0,discrete,creatinine_phosphokinase,Gaussian Naive Bayes,Probabilistic
0.995,0.9969,0.9876,,0.9922,0.3651,heart_failure_clinical_records.csv,Missing,0,discrete,time,Cat Boost Classifier,Ensemble Tree
0.787,0.7447,0.5615,,0.6402,0.3824,Healthcare-Diabetes.csv,Missing,0,discrete,Insulin,Quadratic Discriminant Analysis,Probabilistic
0.787,0.7447,0.5615,,0.6402,0.3824,Healthcare-Diabetes.csv,DuplicatedAll,0,target,Outcome,Quadratic Discriminant Analysis,Probabilistic
0.787,0.7447,0.5615,,0.6402,0.3824,Healthcare-Diabetes.csv,Outlier,0,discrete,BloodPressure,Quadratic Discriminant Analysis,Probabilistic
0.933,0.918,0.8696,,0.8931,0.4055,heart_failure_clinical_records.csv,Missing,0,binary,anaemia,Ada Boost Classifier,Ensemble Tree
0.958,0.9965,0.8727,,0.9305,0.5561,heart_failure_clinical_records.csv,Missing,0,binary,diabetes,Gaussian Process Classifier,Probabilistic
0.933,0.918,0.8696,,0.8931,0.4055,heart_failure_clinical_records.csv,Missing,0,binary,diabetes,Ada Boost Classifier,Ensemble Tree
0.829,0.7612,0.6832,,0.7201,0.2963,heart_failure_clinical_records.csv,Missing,0,binary,diabetes,Linear Discriminant Analysis,Linear
0.995,0.9969,0.9876,,0.9922,0.3651,heart_failure_clinical_records.csv,Missing,0,binary,high_blood_pressure,Cat Boost Classifier,Ensemble Tree
0.995,0.9969,0.9876,,0.9922,0.4827,heart_failure_clinical_records.csv,Missing,0,binary,sex,Random Forest Classifier,Ensemble Tree
0.979,0.9748,0.9596,,0.9671,0.3066,heart_failure_clinical_records.csv,Missing,0,binary,sex,Gradient Boosting Classifier,Ensemble Tree
0.951,1.0,0.8478,,0.9176,0.8605,heart_failure_clinical_records.csv,Missing,0,binary,smoking,Support Vector Machine,Linear
0.933,0.918,0.8696,,0.8931,0.4055,heart_failure_clinical_records.csv,Missing,0,binary,smoking,Ada Boost Classifier,Ensemble Tree
0.979,0.9748,0.9596,,0.9671,0.3066,heart_failure_clinical_records.csv,DuplicatedAll,0,target,DEATH_EVENT,Gradient Boosting Classifier,Ensemble Tree
0.933,0.918,0.8696,,0.8931,0.4055,heart_failure_clinical_records.csv,DuplicatedAll,0,target,DEATH_EVENT,Ada Boost Classifier,Ensemble Tree
0.685,0.64,0.0497,,0.0922,0.4914,heart_failure_clinical_records.csv,DuplicatedAll,0,target,DEATH_EVENT,MLP Classifier,Neural Networks
0.958,0.9965,0.8727,,0.9305,0.5561,heart_failure_clinical_records.csv,Labels,0,target,DEATH_EVENT,Gaussian Process Classifier,Probabilistic
0.825,0.7561,0.6739,,0.7126,0.2925,heart_failure_clinical_records.csv,Labels,0,target,DEATH_EVENT,Logistic Regression,Linear
0.829,0.7612,0.6832,,0.7201,0.2963,heart_failure_clinical_records.csv,Outlier,0,continue,platelets,Linear Discriminant Analysis,Linear
0.825,0.7561,0.6739,,0.7126,0.2925,heart_failure_clinical_records.csv,Outlier,0,continue,platelets,Logistic Regression,Linear
0.684,0.6071,0.0528,,0.0971,0.0,heart_failure_clinical_records.csv,Outlier,0,continue,platelets,SGD Classifier,Linear
0.817,0.8117,0.5621,,0.6642,0.2368,heart_failure_clinical_records.csv,Outlier,0,continue,serum_creatinine,Quadratic Discriminant Analysis,Probabilistic
0.958,0.9965,0.8727,,0.9305,0.5561,heart_failure_clinical_records.csv,Outlier,0,continue,serum_creatinine,Gaussian Process Classifier,Probabilistic
0.951,1.0,0.8478,,0.9176,0.8605,heart_failure_clinical_records.csv,Outlier,0,discrete,age,Support Vector Machine,Linear
0.834,0.7766,0.6801,,0.7252,0.0,heart_failure_clinical_records.csv,Outlier,0,discrete,age,Ridge Classifier,Linear
0.829,0.7612,0.6832,,0.7201,0.2963,heart_failure_clinical_records.csv,Outlier,0,discrete,age,Linear Discriminant Analysis,Linear
0.825,0.7561,0.6739,,0.7126,0.2925,heart_failure_clinical_records.csv,Outlier,0,discrete,age,Logistic Regression,Linear
0.685,0.64,0.0497,,0.0922,0.4914,heart_failure_clinical_records.csv,Outlier,0,discrete,age,MLP Classifier,Neural Networks
0.825,0.7561,0.6739,,0.7126,0.2925,heart_failure_clinical_records.csv,Outlier,0,discrete,creatinine_phosphokinase,Logistic Regression,Linear
0.684,0.6071,0.0528,,0.0971,0.0,heart_failure_clinical_records.csv,Outlier,0,discrete,creatinine_phosphokinase,SGD Classifier,Linear
0.995,0.9969,0.9876,,0.9922,0.4827,heart_failure_clinical_records.csv,Outlier,0,discrete,time,Random Forest Classifier,Ensemble Tree
0.951,1.0,0.8478,,0.9176,0.8605,heart_failure_clinical_records.csv,Outlier,0,discrete,time,Support Vector Machine,Linear
0.99,0.9906,0.9783,,0.9844,0.4948,heart_failure_clinical_records.csv,Outlier,0,discrete,ejection_fraction,Extra Tree Classifier,Single Tree
0.684,0.6071,0.0528,,0.0971,0.0,heart_failure_clinical_records.csv,Outlier,0,discrete,ejection_fraction,SGD Classifier,Linear
0.995,0.9969,0.9876,,0.9922,0.3651,heart_failure_clinical_records.csv,Noisy,0,discrete,age,Cat Boost Classifier,Ensemble Tree
0.938,0.8916,0.9193,,0.9052,0.513,heart_failure_clinical_records.csv,Noisy,0,discrete,age,K-Neighborg Classifier,Neighborg based
0.951,1.0,0.8478,,0.9176,0.8605,heart_failure_clinical_records.csv,Noisy,0,discrete,age,Support Vector Machine,Linear
0.834,0.7766,0.6801,,0.7252,0.0,heart_failure_clinical_records.csv,Noisy,0,discrete,age,Ridge Classifier,Linear
0.684,0.6071,0.0528,,0.0971,0.0,heart_failure_clinical_records.csv,Noisy,0,discrete,creatinine_phosphokinase,SGD Classifier,Linear
0.825,0.7561,0.6739,,0.7126,0.2925,heart_failure_clinical_records.csv,Noisy,0,discrete,time,Logistic Regression,Linear
0.979,0.9748,0.9596,,0.9671,0.3066,heart_failure_clinical_records.csv,Noisy,0,discrete,ejection_fraction,Gradient Boosting Classifier,Ensemble Tree
0.933,0.918,0.8696,,0.8931,0.4055,heart_failure_clinical_records.csv,Noisy,0,discrete,ejection_fraction,Ada Boost Classifier,Ensemble Tree
0.958,0.9965,0.8727,,0.9305,0.5561,heart_failure_clinical_records.csv,Noisy,0,discrete,ejection_fraction,Gaussian Process Classifier,Probabilistic
0.678,0.0,0.0,,0.0,0.5,heart_failure_clinical_records.csv,Noisy,0,discrete,ejection_fraction,Dummy Classifier,Heuristic based
0.684,0.6071,0.0528,,0.0971,0.0,heart_failure_clinical_records.csv,Noisy,0,discrete,ejection_fraction,SGD Classifier,Linear
0.951,1.0,0.8478,,0.9176,0.8605,heart_failure_clinical_records.csv,Noisy,0,discrete,serum_sodium,Support Vector Machine,Linear
0.958,0.9965,0.8727,,0.9305,0.5561,heart_failure_clinical_records.csv,Noisy,0,discrete,serum_sodium,Gaussian Process Classifier,Probabilistic
0.684,0.6071,0.0528,,0.0971,0.0,heart_failure_clinical_records.csv,Noisy,0,discrete,serum_sodium,SGD Classifier,Linear
0.933,0.918,0.8696,,0.8931,0.4055,heart_failure_clinical_records.csv,Noisy,0,continue,platelets,Ada Boost Classifier,Ensemble Tree
0.938,0.8916,0.9193,,0.9052,0.513,heart_failure_clinical_records.csv,Noisy,0,continue,platelets,K-Neighborg Classifier,Neighborg based
0.825,0.7561,0.6739,,0.7126,0.2925,heart_failure_clinical_records.csv,Noisy,0,continue,serum_creatinine,Logistic Regression,Linear
0.958,0.9965,0.8727,,0.9305,0.5561,heart_failure_clinical_records.csv,Noisy,0,continue,serum_creatinine,Gaussian Process Classifier,Probabilistic
0.678,0.0,0.0,,0.0,0.5,heart_failure_clinical_records.csv,Noisy,0,binary,anaemia,Dummy Classifier,Heuristic based
0.995,0.9969,0.9876,,0.9922,0.4827,heart_failure_clinical_records.csv,Noisy,0,binary,diabetes,Random Forest Classifier,Ensemble Tree
0.958,0.9965,0.8727,,0.9305,0.5561,heart_failure_clinical_records.csv,Noisy,0,binary,high_blood_pressure,Gaussian Process Classifier,Probabilistic
0.99,0.9906,0.9783,,0.9844,0.4948,heart_failure_clinical_records.csv,Noisy,0,binary,sex,Extra Tree Classifier,Single Tree
0.938,0.8916,0.9193,,0.9052,0.513,heart_failure_clinical_records.csv,Noisy,0,binary,sex,K-Neighborg Classifier,Neighborg based
0.992,0.9968,0.9783,,0.9875,0.5022,heart_failure_clinical_records.csv,Noisy,0,binary,smoking,Decision Tree Classifier,Single Tree
0.958,0.9965,0.8727,,0.9305,0.5561,heart_failure_clinical_records.csv,Noisy,0,binary,smoking,Gaussian Process Classifier,Probabilistic
0.834,0.7766,0.6801,,0.7252,0.0,heart_failure_clinical_records.csv,Noisy,0,binary,smoking,Ridge Classifier,Linear
0.678,0.0,0.0,,0.0,0.5,heart_failure_clinical_records.csv,Noisy,0,binary,smoking,Dummy Classifier,Heuristic based
0.684,0.6071,0.0528,,0.0971,0.0,heart_failure_clinical_records.csv,Noisy,0,binary,smoking,SGD Classifier,Linear
0.9707,0.9829,0.97,,0.9764,0.6016,loan_approval.csv,NULL,0,,NULL,Ada Boost Classifier,Ensemble Tree
0.6241,0.6241,1.0,,0.7686,0.5,loan_approval.csv,Missing,0,discrete,no_of_dependents,Support Vector Machine,Linear
0.6206,0.6231,0.9925,,0.7656,0.0,loan_approval.csv,Missing,0,discrete,no_of_dependents,SGD Classifier,Linear
0.9754,0.9904,0.97,,0.9801,0.5,loan_approval.csv,Missing,0,discrete,no_of_dependents,Decision Tree Classifier,Single Tree
0.6241,0.6241,1.0,,0.7686,0.5,loan_approval.csv,Missing,0,discrete,no_of_dependents,Dummy Classifier,Heuristic based
0.9754,0.9904,0.97,,0.9801,0.5,loan_approval.csv,Missing,0,discrete,income_annum,Decision Tree Classifier,Single Tree
0.959,0.9698,0.9644,,0.9671,0.7115,loan_approval.csv,Missing,0,discrete,loan_term,Extra Tree Classifier,Single Tree
0.9286,0.9538,0.9306,,0.9421,0.7934,loan_approval.csv,Missing,0,discrete,loan_term,Quadratic Discriminant Analysis,Probabilistic
0.5948,0.6216,0.8968,,0.7343,0.5031,loan_approval.csv,Missing,0,discrete,loan_term,MLP Classifier,Neural Networks
0.3759,0.0,0.0,,0.0,0.5,loan_approval.csv,Missing,0,discrete,loan_term,Gaussian Process Classifier,Probabilistic
0.9789,0.9905,0.9756,,0.983,0.6147,loan_approval.csv,Missing,0,discrete,cibil_score,Gradient Boosting Classifier,Ensemble Tree
0.9286,0.9538,0.9306,,0.9421,0.7934,loan_approval.csv,Missing,0,discrete,cibil_score,Quadratic Discriminant Analysis,Probabilistic
0.3759,0.0,0.0,,0.0,0.5,loan_approval.csv,Missing,0,discrete,cibil_score,Gaussian Process Classifier,Probabilistic
0.918,0.9602,0.9062,,0.9324,0.0,loan_approval.csv,Missing,0,discrete,residential_assets_value,Ridge Classifier,Linear
0.5433,0.617,0.7073,,0.6591,0.4985,loan_approval.csv,Missing,0,discrete,residential_assets_value,K-Neighborg Classifier,Neighborg based
0.6241,0.6241,1.0,,0.7686,0.5,loan_approval.csv,Missing,0,discrete,luxury_assets_value,Support Vector Machine,Linear
0.5433,0.617,0.7073,,0.6591,0.4985,loan_approval.csv,Missing,0,discrete,luxury_assets_value,K-Neighborg Classifier,Neighborg based
0.5948,0.6216,0.8968,,0.7343,0.5031,loan_approval.csv,Missing,0,discrete,luxury_assets_value,MLP Classifier,Neural Networks
0.3759,0.0,0.0,,0.0,0.5,loan_approval.csv,Missing,0,discrete,luxury_assets_value,Gaussian Process Classifier,Probabilistic
0.9789,0.9905,0.9756,,0.983,0.6147,loan_approval.csv,Missing,0,discrete,bank_asset_value,Gradient Boosting Classifier,Ensemble Tree
0.918,0.9602,0.9062,,0.9324,0.0,loan_approval.csv,Missing,0,categorical String,education,Ridge Classifier,Linear
0.9778,0.9905,0.9737,,0.982,0.6225,loan_approval.csv,Missing,0,categorical String,self_employed,Random Forest Classifier,Ensemble Tree
0.918,0.9602,0.9062,,0.9324,0.0,loan_approval.csv,Missing,0,categorical String,self_employed,Ridge Classifier,Linear
0.9778,0.9905,0.9737,,0.982,0.6225,loan_approval.csv,DuplicatedAll,0,target,loan_status,Random Forest Classifier,Ensemble Tree
0.3759,0.0,0.0,,0.0,0.5,loan_approval.csv,DuplicatedAll,0,target,loan_status,Gaussian Process Classifier,Probabilistic
0.9286,0.9538,0.9306,,0.9421,0.7934,loan_approval.csv,Labels,0,target,loan_status,Quadratic Discriminant Analysis,Probabilistic
0.5433,0.617,0.7073,,0.6591,0.4985,loan_approval.csv,Labels,0,target,loan_status,K-Neighborg Classifier,Neighborg based
0.9789,0.9905,0.9756,,0.983,0.357,loan_approval.csv,Outlier,0,discrete,no_of_dependents,Cat Boost Classifier,Ensemble Tree
0.9707,0.9829,0.97,,0.9764,0.6016,loan_approval.csv,Outlier,0,discrete,no_of_dependents,Ada Boost Classifier,Ensemble Tree
0.7412,0.7197,0.9587,,0.8222,0.9418,loan_approval.csv,Outlier,0,discrete,no_of_dependents,Gaussian Naive Bayes,Probabilistic
0.9789,0.9905,0.9756,,0.983,0.357,loan_approval.csv,Outlier,0,discrete,income_annum,Cat Boost Classifier,Ensemble Tree
0.8068,0.8016,0.9174,,0.8556,0.7498,loan_approval.csv,Outlier,0,discrete,income_annum,Logistic Regression,Linear
0.6206,0.6231,0.9925,,0.7656,0.0,loan_approval.csv,Outlier,0,discrete,income_annum,SGD Classifier,Linear
0.9789,0.9905,0.9756,,0.983,0.6147,loan_approval.csv,Outlier,0,discrete,loan_amount,Gradient Boosting Classifier,Ensemble Tree
0.5433,0.617,0.7073,,0.6591,0.4985,loan_approval.csv,Outlier,0,discrete,loan_amount,K-Neighborg Classifier,Neighborg based
0.6206,0.6231,0.9925,,0.7656,0.0,loan_approval.csv,Outlier,0,discrete,loan_amount,SGD Classifier,Linear
0.959,0.9698,0.9644,,0.9671,0.7115,loan_approval.csv,Outlier,0,discrete,loan_term,Extra Tree Classifier,Single Tree
0.5433,0.617,0.7073,,0.6591,0.4985,loan_approval.csv,Outlier,0,discrete,loan_term,K-Neighborg Classifier,Neighborg based
0.5948,0.6216,0.8968,,0.7343,0.5031,loan_approval.csv,Outlier,0,discrete,loan_term,MLP Classifier,Neural Networks
0.5433,0.617,0.7073,,0.6591,0.4985,loan_approval.csv,Outlier,0,discrete,cibil_score,K-Neighborg Classifier,Neighborg based
0.6206,0.6231,0.9925,,0.7656,0.0,loan_approval.csv,Outlier,0,discrete,cibil_score,SGD Classifier,Linear
